32,32
16,22
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
1;6;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;6;1
1;0;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;1;0;1
1;0;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;0;1
1;0;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;1;0;1
1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;1
1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1
1;0;1;0;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1
1;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1
1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0;1;1
1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;0;0;0;1;1;1;0;1;1;1;1;0;1;1
1;0;1;0;1;0;1;0;1;1;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;1;1;0;1;1
1;0;1;0;1;0;1;0;0;0;0;0;1;1;1;4;4;1;1;1;0;0;0;0;0;1;0;1;1;0;1;1
1;0;1;0;1;0;1;0;1;0;1;0;1;5;5;5;5;5;5;1;0;1;1;1;0;0;0;1;1;0;1;1
1;0;0;0;0;0;0;0;1;0;1;0;1;5;5;5;5;5;5;1;0;1;1;1;1;1;0;1;1;0;1;1
1;0;1;0;1;1;1;0;1;0;1;0;1;5;5;5;5;5;5;1;0;0;0;0;0;1;0;0;1;0;0;1
1;0;1;0;1;1;1;0;1;0;1;0;1;5;5;5;5;5;5;1;0;1;1;1;0;1;1;0;1;0;1;1
1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;0;1;1
1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;1
1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;1;1;0;0;0;0;1;1;1;1;0;1;0;1;0;1;1
1;0;1;0;1;1;1;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;1;1;1;0;1;0;1;0;1;1
1;0;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;1;0;0;0;1;1
1;0;0;0;0;0;1;0;1;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1
1;0;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0;1
1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;1;1;1;0;1
1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1
1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;1;1;1;0;1
1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;1;0;1
1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;0;1
1;6;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;6;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
